Record #,Field Office ,Allegation ,Date Case Opened,Year,Final Disposition
4830,PHL ,Loss of Equipment ,10/7/2010,2010,Letter of Counsel
4831,SFO,Loss of Equipment ,10/7/2010,2010,Letter of Counsel
4832,SFO,Missed Mission ,10/7/2010,2010,Letter of Counsel
4833,DET,Missed Mission ,10/7/2010,2010,Letter of Counsel
4834,DET ,Missed Mission ,10/7/2010,2010,Letter of Counsel
4836,BAL ,Loss of Equipment ,10/13/2010,2010,Letter of Counsel
4837,CLE,Failure to Follow Instruction ,10/13/2010,2010,Retirement
4838,BAL,Unprofessional Conduct ,10/13/2010,2010,No Further Action
4839,BAL ,Missed Mission ,10/13/2010,2010,Letter of Counsel
4840,ATL ,Failure to Follow Procedure ,10/13/2010,2010,No Further Action
4841,HQ ,Failure to Follow Procedure ,10/13/2010,2010,Letter of Counsel
4842,MIA ,Unexcused Tardiness ,10/13/2010,2010,Letter of Reprimand
4843,DAL,Failure to Follow Instruction ,10/14/2010,2010,Letter of Counsel
4844,BAL ,Missed Mission ,10/13/2010,2010,Letter of Counsel
4845,ORL ,International Security Screening ,10/15/2010,2010,Suspension - 30 Day
4846,PHL ,Failure to Follow Procedure ,10/15/2010,2010,Letter of Counsel
4847,SEA ,Misuse of Government Travel Card ,10/15/2010,2010,Suspension - 14 Day
4848,ORL ,Loss of Equipment ,10/15/2010,2010,Letter of Reprimand
4849,ORL ,Loss of Equipment ,10/15/2010,2010,Letter of Counsel
4850,HOU ,Sexual Harassment ,10/15/2010,2010,Suspension - 4 Day
4852,BAL ,Misuse of Government Travel Card ,10/18/2010,2010,Removal
4853,NYC ,Missed Mission ,10/18/2010,2010,Letter of Counsel
4854,NYC ,Missed Mission ,10/18/2010,2010,Letter of Counsel
4855,CIN ,Loss of Equipment ,10/19/2010,2010,Letter of Counsel
4856,WFO ,Loss of Equipment ,10/19/2010,2010,Letter of Counsel
4858,DAL ,Failure to Follow Procedure ,10/19/2010,2010,No Further Action
4860,WFO ,Failure to Honor Just Debts ,10/25/2010,2010,Letter of Reprimand
4861,MIA ,Failure to Follow Procedure ,10/25/2010,2010,Suspension - 7 Day
4862,WFO ,Absent Without Leave ,10/25/2010,2010,Letter of Counsel
4864,CHI ,Loss of Equipment ,10/25/2010,2010,Letter of Counsel
4866,DAL ,Unprofessional Conduct ,10/25/2010,2010,Letter of Reprimand
4867,LAX ,Loss of Equipment ,10/26/2010,2010,Letter of Counsel
4868,LAX ,Unexcused Tardiness ,10/26/2010,2010,Letter of Counsel
4870,MIA ,Failure to Honor Just Debts ,10/27/2010,2010,Letter of Reprimand
4871,ATL ,Failure to Honor Just Debts ,10/27/2010,2010,Resignation
4872,MIA ,Loss of Equipment ,10/27/2010,2010,Letter of Counsel
4873,DET ,Failure to Honor Just Debts ,10/27/2010,2010,Suspension - 2 Day
4874,CLE ,Miscellaneous ,10/27/2010,2010,No Further Action
4875,HOU ,Unprofessional Conduct ,10/28/2010,2010,Letter of Counsel
4876,ORL ,Failure to Honor Just Debts ,10/28/2010,2010,Verbal Counsel
4877,NYC ,Failure to Honor Just Debts ,10/28/2010,2010,Letter of Counsel
4878,CHI ,Criminal Conduct ,10/28/2010,2010,No Further Action
4879,LAX ,Loss of Equipment ,10/29/2010,2010,Letter of Counsel
4880,LAX ,Loss of Equipment ,10/29/2010,2010,Suspension - 1 Day
4881,LAX ,Loss of Equipment ,10/29/2010,2010,Suspension - 1 Day
4882,LAX ,Missed Mission ,11/1/2010,2010,Verbal Counsel
4883,LAX ,Failure to Honor Just Debts ,11/1/2010,2010,Verbal Counsel
4884,ORL ,Failure to Follow Instruction ,11/1/2010,2010,Retirement
4887,ORL ,Missed Mission ,11/3/2010,2010,Letter of Reprimand
4888,MIA ,Misuse of Government Travel Card ,11/8/2010,2010,Letter of Reprimand
4889,CHI ,Miscellaneous ,11/3/2010,2010,NO Further Action
4890,ORL ,Management Inquiry ,11/4/2010,2010,No Further Action
4891,DET ,Loss of Equipment ,11/5/2010,2010,Letter of Counsel
4892,MIA ,International Security Screening ,11/5/2010,2010,Suspension - 5 Day
4893,PHL ,Absent Without Leave ,11/8/2010,2010,Letter of Reprimand
4894,DET ,Failure to Follow Procedure ,11/8/2010,2010,Verbal Counsel
4895,DET ,Sleeping on Duty ,11/8/2010,2010,Letter of Counsel
4896,DET ,Failure to Follow Procedure ,11/8/2010,2010,Verbal Counsel
4897,DET ,Sleeping on Duty ,11/8/2010,2010,Letter of Counsel
4898,HOU ,Failure to Honor Just Debts ,11/8/2010,2010,Letter of Counsel
4899,DAL,Loss of Equipment ,11/8/2010,2010,Letter of Reprimand
4900,WFO ,Loss of Equipment ,11/8/2010,2010,Letter of Counsel
4902,LAS ,Victim Case ,11/9/2010,2010,Suspension - 7 Day
4904,DET ,Missed Mission ,11/10/2010,2010,Letter of Reprimand
4905,MIA ,Absent Without Leave ,11/9/2010,2010,Suspension - 1 Day
4906,MIA ,Unprofessional Conduct ,11/10/2010,2010,Suspension - 3 Day
4907,WFO ,Loss of Equipment ,11/10/2010,2010,Letter of Counsel
4908,DAL ,Missed Mission ,11/15/2010,2010,Letter of Counsel
4909,WFO ,Loss of Equipment ,11/16/2010,2010,Suspension - 3 Day
4910,DAL ,International Security Screening ,11/16/2010,2010,Letter of Counsel
4911,DAL ,International Security Screening ,11/16/2010,2010,Suspension - 3 Day
4913,SEA ,Failure to Follow Procedure ,11/17/2010,2010,Resignation
4914,SEA ,Failure to Follow Procedure ,11/17/2010,2010,No Further Action
4916,LAS ,Missed Mission ,11/17/2010,2010,Letter of Reprimand
4917,LAX ,Unprofessional Conduct ,11/17/2010,2010,Letter of Guidance and Direction
4918,LAX ,Unprofessional Conduct ,11/17/2010,2010,Letter of Counsel
4919,DET ,Absent Without Leave ,11/17/2010,2010,Letter of Reprimand
4921,WFO ,Failure to Honor Just Debts ,11/18/2010,2010,Letter of Reprimand
4922,WFO ,Failure to Honor Just Debts ,11/18/2010,2010,Letter of Reprimand
4923,SEA ,Misuse of Government Vehicle ,11/19/2010,2010,Verbal Counsel
4924,DAL ,Failure to Honor Just Debts ,11/22/2010,2010,Letter of Counsel
4926,NYC ,Missed Mission ,11/22/2010,2010,Letter of Counsel
4928,CLE ,Loss of Equipment ,11/23/2010,2010,Letter of Counsel
4929,NWK ,International Security Screening ,11/23/2010,2010,Verbal Counsel
4931,WFO ,Loss of Equipment ,11/24/2010,2010,Verbal Counsel
4932,NWK ,Unprofessional Conduct ,11/24/2010,2010,Removal
4935,LAS ,Criminal Arrest ,11/29/2010,2010,Verbal Counsel
4936,DET ,Unprofessional Conduct ,11/29/2010,2010,Letter of Counsel
4937,DET ,Unprofessional Conduct ,11/29/2010,2010,Letter of Counsel
4938,DET ,Unprofessional Conduct ,11/29/2010,2010,Letter of Counsel
4939,WFO ,Failure to Honor Just Debts ,11/29/2010,2010,Verbal Counsel
4940,BOS ,Loss of Equipment ,11/29/2010,2010,Letter of Counsel
4941,LAS ,Failure to Follow Procedure ,11/30/2010,2010,Letter of Counsel
4942,HOU ,Misuse of Government Travel Card ,11/30/2010,2010,Verbal Counsel
4943,CIN ,Loss of Equipment ,12/13/2006,2006,Expiration of Appt
4944,ATL ,Making Misstatements/False ,10/6/2006,2006,No Further Action
4945,MIA ,Miscellaneous ,6/1/2007,2007,No Further Action
4946,DEN ,Loss of Equipment ,7/9/2007,2007,Suspension - 5 Day
4947,LAX ,Making Misstatements/False ,8/6/2007,2007,Resignation
4948,CHI ,Abuse of Position/Authority ,9/24/2007,2007,Removal
4949,NYC ,Unprofessional Conduct ,6/25/2008,2008,Letter of Counsel
4950,CLE ,Failure to Follow Procedure ,8/1/2008,2008,No Further Action
4952,ORL ,Criminal Conduct ,2/19/2009,2009,Removal
4954,CLE,Failure to Follow Instruction ,10/6/2009,2009,Letter of Reprimand
4955,MSP ,Failure to Follow Procedure ,10/9/2009,2009,Letter of Counsel
4956,BOS ,SSI/Classified Material Violation ,11/10/2009,2009,Letter of Counsel
4957,CLE ,Failure to Follow Procedure ,2/16/2010,2010,Retirement
4958,CLE ,Failure to Follow Procedure ,3/9/2010,2010,Retirement
4959,CLE ,Failure to Follow Instruction ,5/19/2010,2010,Suspension - 1 Day
4961,CHI ,Unexcused Tardiness ,12/1/2010,2010,Suspension - 3 Day
4962,CHI ,Failure to Follow Procedure ,12/3/2010,2010,Letter of Counsel
4966,ORL ,Loss of Equipment ,12/3/2010,2010,Letter of Counsel
4967,DEN ,Unprofessional Conduct ,12/2/2010,2010,No Further Action
4969,LAS ,Failure to Follow Procedure ,12/3/2010,2010,No Further Action
4971,ORL ,Failure to Honor Just Debts ,12/7/2010,2010,Verbal Counsel
4972,ORL ,Failure to Honor Just Debts ,12/7/2010,2010,Verbal Counsel
4973,ORL ,Failure to Honor Just Debts ,12/7/2010,2010,Verbal Counsel
4975,ORL ,Loss of Equipment ,12/7/2010,2010,Letter of Counsel
4976,PHL ,Failure to Honor Just Debts ,12/7/2010,2010,Letter of Counsel
4980,CHI ,Miscellaneous ,12/13/2010,2010,No Further Action
4981,WFO ,Missed Mission ,12/13/2010,2010,Letter of Reprimand
4982,ORL ,Failure to Honor Just Debts ,12/14/2010,2010,Verbal Counsel
4983,ORL ,Failure to Honor Just Debts ,12/14/2010,2010,Verbal Counsel
4984,DAL ,Failure to Follow Procedure ,12/16/2010,2010,Letter of Counsel
4985,CLE ,Loss of Equipment ,12/16/2010,2010,Letter of Counsel
4986,WFO ,Unprofessional Conduct ,12/21/2010,2010,Resignation
4988,DAL ,Failure to Honor Just Debts ,12/17/2010,2010,Letter of Counsel
4990,MIA ,Missed Mission ,12/27/2010,2010,Letter of Counsel
4993,DET ,Missed Mission ,12/27/2010,2010,Letter of Counsel
4994,MIA ,Criminal Arrest ,12/27/2010,2010,No Further Action
4995,CLE ,Loss of Equipment ,12/27/2010,2010,Suspension - 1 Day
4996,CHI ,Loss of Equipment ,12/28/2010,2010,Suspension - 1 Day
4997,CHI ,Loss of Equipment ,12/28/2010,2010,Letter of Counsel
4998,LAS ,Failure to Follow Procedure ,12/29/2010,2010,Letter of Reprimand
5000,DAL ,Sick Leave Violation ,12/29/2010,2010,Letter of Counsel
5001,PHL ,Management Inquiry ,12/30/2010,2010,No Further Action
5002,MIA ,Failure to Honor Just Debts ,1/3/2010,2010,Suspension - 3 Day
5003,WFO ,Failure to Honor Just Debts ,1/4/2011,2011,Letter of Counsel
5004,SFO ,Missed Mission ,1/4/2011,2011,Letter of Counsel
5005,SEA ,Failure to Honor Just Debts ,1/4/2011,2011,Letter of Reprimand
5006,WFO ,Unprofessional Conduct ,1/5/2011,2011,Suspension - 3 Day
5007,NYC ,Failure to Honor Just Debts ,1/6/2011,2011,Verbal Counsel
5008,NYC ,Failure to Honor Just Debts ,1/6/2011,2011,Suspension - 14 Day
5009,BOS ,Criminal Arrest ,1/10/2011,2011,Letter of Reprimand
5010,BAL ,Unprofessional Conduct ,1/10/2011,2011,Suspension - 5 Day
5011,BOS ,Making Misstatements/False ,1/10/2011,2011,No Further Action
5012,BOS ,Making Misstatements/False ,1/10/2011,2011,Removal
5013,NYC ,Loss of Equipment ,1/10/2011,2011,Letter of Counsel
5014,NYC ,Loss of Equipment ,1/11/2011,2011,Letter of Counsel
5015,HOU ,Failure to Honor Just Debts ,1/11/2011,2011,Verbal Counsel
5018,ORL ,Unprofessional Conduct ,1/12/2011,2011,Letter of Reprimand
5019,BAL ,Victim Case ,1/12/2011,2011,No Further Action
5020,WFO ,Loss of Equipment ,1/12/2011,2011,Letter of Counsel
5021,DET ,Failure to Honor Just Debts ,1/14/2011,2011,Letter of Counsel
5023,HOU ,Failure to Honor Just Debts ,1/14/2011,2011,Letter of Counsel
5024,HOU ,Loss of Equipment ,1/14/2011,2011,Letter of Counsel
5025,ATL ,Hostile Work Environment ,1/14/2011,2011,No Further Action
5027,ATL ,Unprofessional Conduct ,1/18/2011,2011,No Further Action
5028,DAL,Failure to Honor Just Debts ,1/18/2011,2011,Letter of Counsel
5029,BAL ,Missed Mission ,1/20/2011,2011,Letter of Counsel
5030,BAL ,Missed Mission ,1/20/2011,2011,Letter of Counsel
5031,PHL ,Loss of Equipment ,1/20/2011,2011,Letter of Counsel
5032,PHL ,Missed Mission ,1/20/2011,2011,Letter of Counsel
5033,PHL ,Missed Mission ,1/20/2011,2011,Letter of Counsel
5034,WFO ,Failure to Honor Just Debts ,1/20/2011,2011,Resignation
5035,DAL ,Loss of Equipment ,1/24/2011,2011,Letter of Counsel
5037,ATL ,Loss of Equipment ,1/24/2011,2011,Letter of Counsel
5038,CHI ,Unexcused Tardiness ,1/26/2011,2011,Suspension - 3 Day
5040,CLT ,Failure to Follow Procedure ,1/26/2011,2011,Suspension - 1 Day
5041,LAX ,Loss of Equipment ,1/26/2011,2011,Letter of Counsel
5043,WFO ,Loss of Equipment ,1/16/2011,2011,Letter of Counsel
5045,LAS ,Failure to Follow Procedure ,1/26/2011,2011,Letter of Reprimand
5046,NYC ,Failure to Honor Just Debts ,1/16/2011,2011,Verbal Counsel
5047,NYC ,Failure to Honor Just Debts ,1/26/2011,2011,Verbal Counsel
5048,BAL ,Failure to Honor Just Debts ,1/27/2011,2011,Letter of Counsel
5049,ATL ,Loss of Equipment ,1/27/2011,2011,Verbal Counsel
5050,SEA ,Unexcused Tardiness ,1/27/2011,2011,Letter of Counsel
5051,WFO ,Administrative Leave Tracking ,1/28/2011,2011,Removal
5052,PHL ,Loss of Equipment ,1/28/2011,2011,No Further Action
5053,LAX ,Missed Mission ,1/31/2011,2011,Letter of Counsel
5054,LAX ,Loss of Equipment ,1/31/2011,2011,Suspension - 30 Day
5055,CLE,Making Misstatements/False ,1/31/2011,2011,No Further Action
5056,DAL ,Loss of Equipment ,1/31/2011,2011,Letter of Counsel
5058,LAX ,Missed Mission ,2/1/2011,2011,Letter of Counsel
5059,LAX ,Missed Mission ,2/1/2011,2011,Letter of Counsel
5060,LAX ,Failure to Follow Procedure ,2/1/2011,2011,Letter of Counsel
5061,LAS ,Loss of Equipment ,2/1/2011,2011,No Further Action
5062,LAS ,Loss of Equipment ,2/1/2011,2011,No Further Action
5064,NYC ,Loss of Equipment ,2/1/2011,2011,Letter of Counsel
5065,LAX ,Loss of Equipment ,2/1/2011,2011,Letter of Counsel
5066,WFO ,Unintentional Discharge of Firearm ,2/2/2011,2011,Suspension - 5 Day
5067,WFO ,Loss of Equipment ,2/2/2011,2011,Letter of Counsel
5069,MIA ,Failure to Follow Instruction ,2/7/2011,2011,Letter of Reprimand
5070,LAX ,Loss of Equipment ,2/7/2011,2011,Letter of Counsel
5071,CLE ,Loss of Equipment ,2/7/2011,2011,Letter of Counsel
5072,DAL,Missed Mission ,2/8/2011,2011,Letter of Counsel
5075,DEN ,Unprofessional Conduct ,8/27/2010,2010,Letter of Reprimand
5078,BAL,Miscellaneous ,2/14/2011,2011,Letter of Counsel
5079,BAL ,Failure to Honor Just Debts ,2/14/2011,2011,Removal
5080,BAL ,Loss of Equipment ,2/14/2011,2011,Letter of Counsel
5081,NYC ,Failure to Follow Procedure ,2/14/2011,2011,Demotion
5082,LAX ,Loss of Equipment ,2/14/2011,2011,No Further Action
5083,WFO ,Missed Mission ,10/12/2010,2010,Letter of Counsel
5084,CHI ,Criminal Arrest ,2/14/2011,2011,Letter of Reprimand
5085,WFO ,Missed Mission ,2/14/2011,2011,Letter of Counsel
5086,CLE ,Loss of Equipment ,2/15/2011,2011,Verbal Counsel
5087,DEN ,Unprofessional Conduct ,2/16/2011,2011,No Further Action
5088,CHI ,Abuse of Position/Authority ,2/16/2011,2011,Letter of Counsel
5089,NYC ,Loss of Equipment ,2/17/2011,2011,Letter of Counsel
5091,DAL ,Failure to Honor Just Debts ,2/17/2011,2011,Letter of Reprimand
5092,WFO ,Failure to Honor Just Debts ,10/15/2010,2010,Letter of Reprimand
5093,MSP,Failure to Follow Procedure ,2/22/2011,2011,Letter of Counsel
5094,WFO ,Failure to Honor Just Debts ,2/23/2011,2011,Letter of Counsel
5095,DET ,Failure to Honor Just Debts ,2/23/2011,2011,Letter of Reprimand
5096,PIT ,Missed Mission ,2/23/2011,2011,Letter of Counsel
5098,NWK ,Loss of Equipment ,2/23/2011,2011,Suspension - 14 Day
5100,ATL ,Misuse of Government Travel Card ,2/24/2011,2011,Letter of Counsel
5102,BOS,Missed Mission ,2/25/2011,2011,Letter of Counsel
5103,BOS ,Failure to Honor Just Debts ,2/25/2011,2011,Verbal Counsel
5104,BOS ,Sleeping on Duty ,2/25/2011,2011,Suspension - 12 Day
5105,LAX ,Missed Mission ,3/2/2011,2011,Suspension - 3 Day
5106,BOS ,SSI/Classified Material Violation ,3/3/2011,2011,Letter of Counsel
5107,BOS ,Loss of Equipment ,3/3/2011,2011,Verbal Counsel
5108,CLE ,Loss of Equipment ,3/3/2011,2011,Letter of Counsel
5109,NWK ,Failure to Honor Just Debts ,3/3/2011,2011,Suspension - 5 Day
5110,CIN ,Loss of Equipment ,3/3/2011,2011,Letter of Counsel
5111,CIN ,Loss of Equipment ,3/3/2011,2011,Letter of Counsel
5113,BAL,Missed Mission ,3/4/2011,2011,Letter of Counsel
5114,BAL ,Failure to Honor Just Debts ,3/4/2011,2011,Letter of Counsel
5115,BAL ,Missed Mission ,3/4/2011,2011,Letter of Counsel
5116,ORL ,Loss of Equipment ,3/4/2011,2011,Letter of Counsel
5117,NYC ,Sexual Harassment ,3/4/2011,2011,No Further Action
5119,LAX ,Unexcused Tardiness ,3/8/2011,2011,Letter of Counsel
5120,LAX ,Unexcused Tardiness ,3/8/2011,2011,Letter of Counsel
5121,CHI ,Abuse of Position/Authority ,3/8/2011,2011,Suspension - 1 Day
5122,CHI ,Loss of Equipment ,3/8/2011,2011,Letter of Counsel
5124,HQ ,Loss of Equipment ,3/9/2011,2011,Letter of Counsel
5125,DAL ,Hotel Compliance ,3/10/2011,2011,Letter of Counsel
5126,CIN ,Criminal Arrest ,3/10/2011,2011,Retirement
5129,ORL ,Unprofessional Conduct ,3/11/2011,2011,Letter of Reprimand
5131,BOS ,Misuse of Government Travel Card ,3/14/2011,2011,Verbal Counsel
5132,ORL ,Unprofessional Conduct ,3/15/2011,2011,Letter of Guidance and Direction
5133,NYC ,Sexual Harassment ,3/15/2011,2011,No Further Action
5134,BAL ,Loss of Equipment ,3/16/2011,2011,Verbal Counsel
5135,NWK ,Unexcused Tardiness ,3/21/2011,2011,Suspension - 5 Day
5136,CLT ,International Security Screening ,3/21/2011,2011,Suspension - 5 Day
5137,NWK ,Unprofessional Conduct ,3/23/2011,2011,Letter of Counsel
5139,WFO ,Loss of Equipment ,3/23/2011,2011,Letter of Counsel
5140,WFO ,Failure to Honor Just Debts ,3/23/2011,2011,Letter of Counsel
5141,HOU ,Missed Mission ,3/25/2011,2011,Letter of Counsel
5142,SFO ,Criminal Arrest ,3/28/2011,2011,No Further Action
5143,MSP,Loss of Equipment ,3/29/2011,2011,Suspension - 2 Day
5146,LAX ,Miscellaneous ,3/29/2011,2011,Suspension - 7 Day
5147,DAL ,Hotel Compliance ,3/29/2011,2011,Letter of Counsel
5148,BAL ,Unprofessional Conduct ,3/29/2011,2011,No Further Action
5151,NYC ,Loss of Equipment ,3/30/2011,2011,Letter of Reprimand
5152,HOU ,Failure to Follow Procedure ,3/30/2011,2011,Letter of Reprimand
5153,ORL ,Failure to Honor Just Debts ,3/30/2011,2011,Letter of Counsel
5154,ORL ,Missed Mission ,3/30/2011,2011,Letter of Counsel
5155,ORL ,Missed Mission ,3/30/2011,2011,Letter of Counsel
5156,LAX ,Loss of Equipment ,3/31/2011,2011,Letter of Counsel
5157,BAL ,Failure to Honor Just Debts ,3/31/2011,2011,Verbal Counsel
5158,CHI ,Abuse of Position/Authority ,3/31/2011,2011,Removal
5159,LAX ,Loss of Equipment ,4/4/2011,2011,Letter of Counsel
5161,WFO ,Loss of Equipment ,4/4/2011,2011,Letter of Counsel
5162,WFO ,Unprofessional Conduct ,4/4/2011,2011,Suspension - 5 Day
5163,WFO ,Unprofessional Conduct ,4/4/2011,2011,Suspension - 4 Day
5164,WFO ,Unprofessional Conduct ,4/4/2011,2011,Suspension - 5 Day
5165,DAL ,Unexcused Tardiness ,4/4/2011,2011,Letter of Counsel
5166,BAL ,Loss of Equipment ,4/4/2011,2011,Verbal Counsel
5167,BAL,Miscellaneous ,4/4/2011,2011,No Further Action
5168,SEA ,Loss of Equipment ,4/6/2011,2011,Letter of Counsel
5169,MIA ,Hostile Work Environment ,4/7/2011,2011,Resignation
5170,LAX ,Unexcused Tardiness ,4/7/2011,2011,Letter of Counsel
5171,LAX ,Failure to Follow Instruction ,4/7/2011,2011,Letter of Counsel
5172,LAX ,Failure to Follow Instruction ,4/7/2011,2011,Letter of Counsel
5173,ORL ,Missed Mission ,4/8/2011,2011,Letter of Counsel
5175,DET,Alcohol Policy Violation ,4/11/2011,2011,Letter of Reprimand
5176,BAL ,Making Misstatements/False ,4/11/2011,2011,Verbal Counsel
5177,BOS ,Criminal Arrest ,4/11/2011,2011,Suspension - 45 days
5178,CHI ,Loss of Equipment ,4/11/2011,2011,Letter of Counsel
5179,LAX ,LEO Action ,4/11/2011,2011,No Further Action
5180,DEN ,Failure to Follow Procedure ,4/13/2011,2011,No Further Action
5182,BOS ,Loss of Equipment ,4/13/2011,2011,Verbal Counsel
5183,BAL ,Failure to Honor Just Debts ,4/13/2011,2011,Letter of Counsel
5184,CLT ,Missed Mission ,4/13/2011,2011,Verbal Counsel
5186,SFO ,Missed Mission ,4/13/2011,2011,Letter of Counsel
5187,ORL ,Failure to Follow Procedure ,4/14/2011,2011,Letter of Counsel
5188,ORL ,Failure to Follow Procedure ,4/14/2011,2011,Letter of Counsel
5189,BOS ,Alcohol Policy Violation ,4/14/2011,2011,Letter of Reprimand
5191,MIA ,International Security Screening ,4/14/2011,2011,letter of Reprimand
5192,MIA ,Loss of Equipment ,4/25/2011,2011,Letter of Reprimand
5194,ATL ,Missed Mission ,4/25/2011,2011,Verbal Counsel
5195,CHI ,Missed Mission ,4/25/2011,2011,Letter of Reprimand
5196,CLT ,Missed Mission ,4/25/2011,2011,Suspension - 1 Day
5197,DEN ,Loss of Equipment ,4/25/2011,2011,Letter of Counsel
5198,ORL ,Failure to Honor Just Debts ,4/25/2011,2011,Verbal Counsel
5199,ORL ,Failure to Honor Just Debts ,4/25/2011,2011,Verbal Counsel
5200,ORL ,Failure to Honor Just Debts ,4/25/2011,2011,Letter of Counsel
5201,WFO ,Loss of Equipment ,4/25/2011,2011,Suspension - 1 Day
5203,CLT ,Loss of Equipment ,4/25/2011,2011,letter of Reprimand
5204,WFO ,Missed Mission ,4/26/2011,2011,Letter of Reprimand
5205,DAL,Absent Without Leave ,4/26/2011,2011,Suspension - 14 Day
5206,DAL ,Absent Without Leave ,4/26/2011,2011,Suspension - 14 Day
5208,ATL ,Loss of Equipment ,4/27/2011,2011,Verbal Counsel
5209,MIA ,Failure to Follow Instruction ,4/28/2011,2011,Suspension - 14 Day
5210,LAX ,Unprofessional Conduct ,4/28/2011,2011,Verbal Counsel
5211,ATL ,Criminal Arrest ,4/28/2011,2011,Removal
